evidence_id,asserted_fact,source_locator,publisher,publication_date,retrieval_date,access_status,rationale
LEG-6f1e3b239fc3,"Luisa Maier Flores, Quadro 2, independently codes the named 2019 appointment without a party; table source is government Acesso à Informação and following paragraph defines nonparty appointments.",https://bdm.unb.br/bitstream/10483/28970/1/2020_LuisaMaierFlores_tcc.pdf,not_normalized_in_prior_ledger,2020,,not_individually_retrieved_by_inventory_projection,"Medium-confidence retrospective appointment-specific biographical table. Its aggregate paragraph repeats an erroneous Patriota cabinet attribution elsewhere; used only for this named appointment, with this source-quality limitation explicit."
LEG-2fc1de1192dc,Next-day appointment reporting explicitly identifies no party.,https://noticias.uol.com.br/politica/ultimas-noticias/2018/07/11/a-menos-de-seis-meses-de-fim-do-governo-temer-tem-58-ministro.htm,not_normalized_in_prior_ledger,2018-07-11,,not_individually_retrieved_by_inventory_projection,
LEG-9017e8f64cc4,Official 2026 appointment note does not identify party. Explicit never-affiliated report in 2016 establishes that earlier date only; it cannot be automatically reused for 2026.,https://agenciagov.ebc.com.br/noticias/202601/wellington-cesar-lima-e-silva-assume-ministerio-da-justica-e-seguranca-publica | https://www.brasil247.com/geral/rui-ministro-da-justica-vai-garantir-imparcialidade/,not_normalized_in_prior_ledger,2026-01-13 | 2016-03-03,,not_individually_retrieved_by_inventory_projection,INCLUDED_UNRESOLVED in diagnostic with original dates. Additional bounded search did not establish party on the retained appointment date; no affiliation inferred from pinned party label or career.
LEG-f997e70b3675,"Official Chamber rollcall from March 18, 2021 identifies Flávia Arruda as PL-DF, two days before the original source start retained for this diagnostic.",https://www.camara.leg.br/presenca-comissoes/votacao-portal?itemVotacao=40653&reuniao=60691,not_normalized_in_prior_ledger,2021-03-18,,not_individually_retrieved_by_inventory_projection,"Original March 20 date retained. Separate date discrepancy is deferred, not applied."
LEG-c3b41de7e8c0,"Official Câmara act identifies Fábio Faria as PSD and records ministerial leave effective June 17, 2020.",https://www2.camara.leg.br/legin/int/atoprt_sn/2020/atodopresidente-58200-2-julho-2020-790386-publicacaooriginal-160997-cd-presi.html,not_normalized_in_prior_ledger,2020-07-02,,not_individually_retrieved_by_inventory_projection,Later PP membership is ignored for this appointment.
LEG-0b81a0214570,Official Câmara report identifies incoming Cidadania minister Osmar Terra as MDB.,https://www.camara.leg.br/tv/camara-hoje/548820-camara-hoje-29-11-2018,not_normalized_in_prior_ledger,2018-11-29,,not_individually_retrieved_by_inventory_projection,
LEG-3711a94038ea,Official Câmara report identifies incoming Tourism minister Marcelo Álvaro Antônio as PSL.,https://www.camara.leg.br/tv/camara-hoje/548820-camara-hoje-29-11-2018,not_normalized_in_prior_ledger,2018-11-29,,not_individually_retrieved_by_inventory_projection,
LEG-d1a5739ab53a,Official Senate report identifies Ciro as PP on accepting Casa Civil appointment.,https://www12.senado.leg.br/noticias/materias/2021/07/27/ciro-nogueira-aceita-convite-para-casa-civil-eliane-nogueira-e-a-primeira-suplente,not_normalized_in_prior_ledger,2021-07-27,,not_individually_retrieved_by_inventory_projection,
LEG-a42afb06472c,Official biography explicitly records uninterrupted PDT membership from 1992 through the May 2025 appointment; retrieval date shown.,https://www.gov.br/previdencia/pt-br/composicao/ministro-e-secretarios,not_normalized_in_prior_ledger,2026-09-10,,not_individually_retrieved_by_inventory_projection,
LEG-25f8de4303a5,Official civil-servant curriculum (retrieved 10 September 2026) and contemporary interim-appointment reporting do not explicitly identify party affiliation. No no-party inference from career status.,https://curriculo.sougov.economia.gov.br/sonia-mendes-18737022 | https://edicao.correiobraziliense.com.br/correiobraziliense/2025/04/11/all.pdf,not_normalized_in_prior_ledger,2026-09-10 | 2025-04-11,,not_individually_retrieved_by_inventory_projection,INCLUDED_UNRESOLVED in diagnostic with original dates. Additional bounded search did not establish party on the retained appointment date; no affiliation inferred from pinned party label or career.
LEG-aaebea0a8273,Official legislative farewell statement identifies the departing deputy as PT when accepting this ministerial appointment.,https://www.almg.gov.br/pronunciamentos/deputada-macae-evaristo/2024-09-10/49840,not_normalized_in_prior_ledger,2024-09-10,,not_individually_retrieved_by_inventory_projection,
LEG-e65045e234b2,Official news agency appointment-day profile explicitly identifies Boulos as affiliated to PSOL.,https://agenciabrasil.ebc.com.br/politica/noticia/2025-10/cabeca-do-crime-organizado-nao-esta-no-barraco-da-favela-diz-boulos,not_normalized_in_prior_ledger,2025-10-29,,not_individually_retrieved_by_inventory_projection,
LEG-9d878ec47da4,Official party appointment-day announcement identifies its member.,https://www.psdb.org.br/rs/luislinda-valois-e-alexandre-de-moraes-tomam-posse-nos-direitos-humanos-e-novo-ministerio-da-justica-e-seguranca/,not_normalized_in_prior_ledger,2017-02-03,,not_individually_retrieved_by_inventory_projection,
LEG-f0e3878b0b42,Official party notice ends affiliation four days before ministerial appointment.,https://www.podemos.org.br/podemos-desfilia-deputado-federal-ronaldo-fonseca-df/,not_normalized_in_prior_ledger,2018-05-24,,not_individually_retrieved_by_inventory_projection,
LEG-689fffcf6dc3,Own dated statement establishes PMDB membership from September 2015; overrides contemporaneous DIAP no-party shorthand.,"https://www.em.com.br/app/noticia/politica/2016/11/29/interna_politica,828086/calero-nao-podemos-mais-tolerar-a-esculhambacao-que-e-a-politica-do.shtml",not_normalized_in_prior_ledger,2016-11-29,,not_individually_retrieved_by_inventory_projection,DIAP roster inaccurately said sem partido; explicit retrospective affiliation start resolves conflict.
LEG-90f1b4fb4472,PMDB ethics case follows appointment on March 17; he was still a party member.,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2016/03/18/conselho-de-etica-do-pmdb-e-instalado-e-recebe-denuncia-contra-mauro-lopes.htm,not_normalized_in_prior_ledger,2016-03-18,,not_individually_retrieved_by_inventory_projection,
LEG-260dc224b3b3,PT contemporaneously records its minister Pimenta taking this new appointment; party continuity independently recorded in April 2024 CNN roster.,https://pt.org.br/lula-cria-secretaria-extraordinaria-para-apoio-a-reconstrucao-do-rs/,not_normalized_in_prior_ledger,2024-05-16,,not_individually_retrieved_by_inventory_projection,
LEG-89bba1651520,PT identified in appointment announcement for March 31.,https://epoca.globo.com/tempo/filtro/noticia/2015/03/edinho-silva-substitui-thomas-traumann-na-comunicacao-social.html,not_normalized_in_prior_ledger,2015-03-27,,not_individually_retrieved_by_inventory_projection,
LEG-5041fedb5f1c,"Pedro De Cillo Rodrigues biographical research p81 explicitly states he never affiliated with a party, covering PT/MDB/PSDB government service; corroborates contemporaneous July 2018 UOL no-party roster.",https://www.teses.usp.br/teses/disponiveis/8/8132/tde-22052023-154952/publico/2023_PedroDeCilloRodrigues_VCorrig.pdf,not_normalized_in_prior_ledger,2023,,not_individually_retrieved_by_inventory_projection,
LEG-8693fc5ad84e,Profile published the day before inauguration explicitly says Canuto has no party affiliation.,https://rr.pt/especial/mundo/2018/12/31/quem-e-quem-no-governo-de-jair-bolsonaro/135592/,not_normalized_in_prior_ledger,2018-12-31,,not_individually_retrieved_by_inventory_projection,
LEG-d2b6ba0c63b5,Published correction reports ministerial press office statement that he was never affiliated to MDB; corroborated by IPEA 2021 NT53.,https://veja.abril.com.br/coluna/radar/patrocinio-de-ibaneis-para-escola-de-samba-tem-dedo-de-picciani/,not_normalized_in_prior_ledger,2019-05-23,,not_individually_retrieved_by_inventory_projection,"April 2018 UOL roster MDB label denoted linkage/nomination, not formal membership; IPEA explicitly distinguishes the two."
LEG-f2b0ba61be8c,Report reproduces electoral affiliation certificate from April 30 1997; planned subsequent departure does not affect appointment.,https://epoca.globo.com/tempo/expresso/noticia/2016/09/ministra-da-agu-e-tucana-ha-mais-de-19-anos-e-diz-que-nao-sabia.html,not_normalized_in_prior_ledger,2016-09-21,,not_individually_retrieved_by_inventory_projection,Minister said she had forgotten membership; certificate establishes formal affiliation at appointment.
LEG-ae1c28478e53,"Retrospective education-minister table labels Victor Godoy nonparty but contains other date and affiliation errors; no independent dated affiliation evidence located for March 29, 2022.",https://sigconteudo.ufsb.edu.br/arquivos/202515001981ef1256047e3686453bcac/Dissertao_Mateus_Alves_da_Silva_Oliveira_Pronta.pdf,not_normalized_in_prior_ledger,2025,,not_individually_retrieved_by_inventory_projection,Retrospective table insufficient to resolve appointment-date status.
LEG-0ac27f4dceb2,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-0e05a77ccc65,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-149db8d513f8,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-24485aa54403,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-2f8bf5705498,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-43b835cc62f8,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-5584b8519f7d,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-576bc18c4ce8,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-5cd7ab190ecc,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-5f81e43d920a,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-6de03bbf7354,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-7f67dc077f97,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-80fb13f63f08,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-839c037f9735,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-9c027191b36e,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
LEG-9fcbb2439062,Reuters appointment-day roster identifies party.,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,not_normalized_in_prior_ledger,2016-05-12,,not_individually_retrieved_by_inventory_projection,
